ADDRESS,ASSESSED_VALUE,PROPERTY_TYPE,VALUE_CLEAN
611 626 14 AV SW,"475,000",LI,475000.0
611 924 14 AV SW,"201,500",LI,201500.0
612 1053 10 ST SW,"263,500",LI,263500.0
612 111 14 AV SE,"247,500",LI,247500.0
612 1335 12 AV SW,"257,500",LI,257500.0
612 339 13 AV SW,"185,000",LI,185000.0
612 340 14 AV SW,"199,500",LI,199500.0
612 626 14 AV SW,"480,500",LI,480500.0
612 924 14 AV SW,"247,000",LI,247000.0
613 1053 10 ST SW,"269,000",LI,269000.0
613 111 14 AV SE,"203,500",LI,203500.0
613 339 13 AV SW,"235,000",LI,235000.0
613 626 14 AV SW,"309,500",LI,309500.0
613 924 14 AV SW,"172,500",LI,172500.0
614 1053 10 ST SW,"226,500",LI,226500.0
614 111 14 AV SE,"247,500",LI,247500.0
614 339 13 AV SW,"221,500",LI,221500.0
614 340 14 AV SW,"220,500",LI,220500.0
614 626 14 AV SW,"370,500",LI,370500.0
615 1053 10 ST SW,"317,500",LI,317500.0
615 111 14 AV SE,"219,000",LI,219000.0
615 340 14 AV SW,"235,000",LI,235000.0
615 626 14 AV SW,"378,000",LI,378000.0
616 1053 10 ST SW,"311,500",LI,311500.0
616 111 14 AV SE,"288,000",LI,288000.0
620 1001 13 AV SW,"690,000",LI,690000.0
620 1304 15 AV SW,"245,000",LI,245000.0
620 540 14 AV SW,"356,000",LI,356000.0
620 720 13 AV SW,"700,500",LI,700500.0
620 728 13 AV SW,"698,500",LI,698500.0
624 14 AV SW,"437,500",LI,437500.0
628 14 AV SW,"328,500",LI,328500.0
630 1001 13 AV SW,"480,000",LI,480000.0
630 1304 15 AV SW,"245,000",LI,245000.0
630 14 AV SW,"326,000",LI,326000.0
630 540 14 AV SW,"275,000",LI,275000.0
630 720 13 AV SW,"635,000",LI,635000.0
630 728 13 AV SW,"608,000",LI,608000.0
632 14 AV SW,"326,000",LI,326000.0
634 14 AV SW,"326,000",LI,326000.0
636 14 AV SW,"330,500",LI,330500.0
638 14 AV SW,"471,500",LI,471500.0
640 1001 13 AV SW,"401,000",LI,401000.0
640 1304 15 AV SW,"245,000",LI,245000.0
640 540 14 AV SW,"304,000",LI,304000.0
640 728 13 AV SW,"394,500",LI,394500.0
650 1001 13 AV SW,"461,500",LI,461500.0
660 1001 13 AV SW,"469,000",LI,469000.0
6P 1140 15 AV SW,"313,000",LI,313000.0
7 1304 15 AV SW,"266,000",LI,266000.0
700 817 15 AV SW,"453,000",LI,453000.0
701 1001 14 AV SW,"359,000",LI,359000.0
701 1010 6 ST SW,"311,000",LI,311000.0
701 1011 12 AV SW,"330,000",LI,330000.0
701 1015 14 AV SW,"228,500",LI,228500.0
701 1020 14 AV SW,"294,500",LI,294500.0
701 1053 10 ST SW,"260,000",LI,260000.0
701 108 15 AV SE,"434,500",LI,434500.0
701 1107 15 AV SW,"259,000",LI,259000.0
701 111 14 AV SE,"289,000",LI,289000.0
701 1110 11 ST SW,"265,000",LI,265000.0
701 1111 10 ST SW,"443,000",LI,443000.0
701 1111 15 AV SW,"283,500",LI,283500.0
701 1118 12 AV SW,"393,000",LI,393000.0
701 1122 3 ST SE,"282,000",LI,282000.0
701 1123 13 AV SW,"254,500",LI,254500.0
701 1140 15 AV SW,"317,000",LI,317000.0
701 1188 3 ST SE,"318,000",LI,318000.0
701 1202 13 AV SW,"193,500",LI,193500.0
701 1208 14 AV SW,"576,500",LI,576500.0
701 1209 6 ST SW,"292,000",LI,292000.0
701 1213 13 AV SW,"294,500",LI,294500.0
701 1225 15 AV SW,"299,000",LI,299000.0
701 1236 15 AV SW,"202,500",LI,202500.0
701 1240 12 AV SW,"240,000",LI,240000.0
701 1309 14 AV SW,"263,500",LI,263500.0
701 1311 15 AV SW,"299,000",LI,299000.0
701 1312 13 AV SW,"273,000",LI,273000.0
701 1319 14 AV SW,"265,000",LI,265000.0
701 1320 1 ST SE,"295,000",LI,295000.0
701 1323 15 AV SW,"269,500",LI,269500.0
701 1330 15 AV SW,"223,000",LI,223000.0
701 1334 12 AV SW,"188,000",LI,188000.0
701 1334 13 AV SW,"284,500",LI,284500.0
701 1334 14 AV SW,"334,500",LI,334500.0
701 1335 12 AV SW,"281,500",LI,281500.0
701 135 13 AV SW,"397,500",LI,397500.0
701 1410 1 ST SE,"358,000",LI,358000.0
701 1411 7 ST SW,"350,500",LI,350500.0
701 1414 12 ST SW,"255,000",LI,255000.0
701 1414 5 ST SW,"335,500",LI,335500.0
701 1500 7 ST SW,"264,500",LI,264500.0
701 1501 6 ST SW,"267,000",LI,267000.0
701 188 15 AV SW,"354,000",LI,354000.0
701 210 15 AV SE,"345,000",LI,345000.0
701 211 13 AV SE,"271,000",LI,271000.0
701 215 13 AV SW,"413,000",LI,413000.0
701 215 14 AV SW,"247,000",LI,247000.0
701 220 12 AV SE,"394,000",LI,394000.0
701 220 13 AV SW,"258,500",LI,258500.0
701 225 11 AV SE,"310,000",LI,310000.0
701 235 15 AV SW,"313,000",LI,313000.0
701 303 13 AV SW,"455,000",LI,455000.0
701 310 12 AV SW,"318,500",LI,318500.0
701 317 14 AV SW,"323,500",LI,323500.0
701 323 13 AV SW,"272,500",LI,272500.0
701 330 15 AV SW,"408,500",LI,408500.0
701 339 13 AV SW,"297,000",LI,297000.0
701 340 14 AV SW,"245,500",LI,245500.0
701 433 11 AV SE,"579,500",LI,579500.0
701 530 12 AV SW,"536,500",LI,536500.0
701 537 14 AV SW,"297,000",LI,297000.0
701 616 15 AV SW,"329,500",LI,329500.0
701 626 14 AV SW,"367,000",LI,367000.0
701 626 15 AV SW,"222,000",LI,222000.0
701 706 15 AV SW,"301,000",LI,301000.0
701 715 15 AV SW,"248,000",LI,248000.0
701 718 12 AV SW,"240,500",LI,240500.0
701 733 14 AV SW,"321,000",LI,321000.0
701 735 12 AV SW,"264,000",LI,264000.0
701 788 12 AV SW,"309,500",LI,309500.0
701 812 14 AV SW,"287,000",LI,287000.0
701 817 15 AV SW,"309,000",LI,309000.0
701 836 15 AV SW,"370,500",LI,370500.0
701 901 10 AV SW,"286,000",LI,286000.0
701 924 14 AV SW,"159,500",LI,159500.0
701 930 16 AV SW,"437,000",LI,437000.0
702 1001 14 AV SW,"578,000",LI,578000.0
702 1010 6 ST SW,"430,000",LI,430000.0
702 1011 12 AV SW,"258,000",LI,258000.0
702 1015 14 AV SW,"219,000",LI,219000.0
702 1020 14 AV SW,"294,500",LI,294500.0
702 1053 10 ST SW,"329,500",LI,329500.0
702 108 15 AV SE,"410,500",LI,410500.0
702 1107 15 AV SW,"362,000",LI,362000.0
702 111 14 AV SE,"221,500",LI,221500.0
702 1110 11 ST SW,"328,500",LI,328500.0
702 1111 10 ST SW,"393,000",LI,393000.0
702 1111 15 AV SW,"159,500",LI,159500.0
702 1118 12 AV SW,"356,500",LI,356500.0
702 1122 3 ST SE,"396,000",LI,396000.0
702 1123 13 AV SW,"254,500",LI,254500.0
702 1140 15 AV SW,"296,000",LI,296000.0
702 1188 3 ST SE,"425,500",LI,425500.0
702 1202 13 AV SW,"179,000",LI,179000.0
702 1208 14 AV SW,"545,500",LI,545500.0
702 1209 6 ST SW,"235,500",LI,235500.0
702 1213 13 AV SW,"228,000",LI,228000.0
702 1225 15 AV SW,"250,000",LI,250000.0
702 1236 15 AV SW,"273,000",LI,273000.0
702 1240 12 AV SW,"221,000",LI,221000.0
702 1309 14 AV SW,"259,000",LI,259000.0
702 1311 15 AV SW,"233,500",LI,233500.0
702 1312 13 AV SW,"223,000",LI,223000.0
702 1319 14 AV SW,"325,500",LI,325500.0
702 1320 1 ST SE,"386,000",LI,386000.0
702 1323 15 AV SW,"269,500",LI,269500.0
702 1330 15 AV SW,"266,000",LI,266000.0
702 1334 12 AV SW,"183,500",LI,183500.0
702 1334 13 AV SW,"291,500",LI,291500.0
702 1334 14 AV SW,"351,500",LI,351500.0
702 1335 12 AV SW,"260,500",LI,260500.0
702 135 13 AV SW,"353,000",LI,353000.0
702 1410 1 ST SE,"257,500",LI,257500.0
702 1411 7 ST SW,"344,500",LI,344500.0
702 1414 12 ST SW,"227,500",LI,227500.0
702 1414 5 ST SW,"267,000",LI,267000.0
702 1500 7 ST SW,"319,000",LI,319000.0
702 1501 6 ST SW,"354,500",LI,354500.0
702 188 15 AV SW,"329,500",LI,329500.0
702 210 15 AV SE,"247,000",LI,247000.0
702 211 13 AV SE,"422,500",LI,422500.0
702 215 13 AV SW,"306,000",LI,306000.0
702 215 14 AV SW,"329,000",LI,329000.0
702 220 12 AV SE,"390,500",LI,390500.0
702 220 13 AV SW,"263,000",LI,263000.0
702 225 11 AV SE,"321,000",LI,321000.0
702 235 15 AV SW,"350,000",LI,350000.0
702 303 13 AV SW,"470,500",LI,470500.0
702 310 12 AV SW,"349,500",LI,349500.0
702 317 14 AV SW,"323,500",LI,323500.0
702 330 15 AV SW,"238,000",LI,238000.0
702 339 13 AV SW,"278,000",LI,278000.0
702 340 14 AV SW,"265,500",LI,265500.0
702 433 11 AV SE,"341,000",LI,341000.0
702 530 12 AV SW,"512,000",LI,512000.0
702 537 14 AV SW,"386,500",LI,386500.0
702 616 15 AV SW,"375,500",LI,375500.0
702 626 14 AV SW,"410,500",LI,410500.0
702 626 15 AV SW,"203,500",LI,203500.0
702 706 15 AV SW,"245,500",LI,245500.0
702 715 15 AV SW,"254,500",LI,254500.0
702 718 12 AV SW,"317,000",LI,317000.0
702 733 14 AV SW,"308,500",LI,308500.0
702 735 12 AV SW,"183,000",LI,183000.0
702 788 12 AV SW,"360,500",LI,360500.0
702 812 14 AV SW,"276,000",LI,276000.0
702 817 15 AV SW,"460,000",LI,460000.0
702 836 15 AV SW,"367,500",LI,367500.0
702 901 10 AV SW,"403,500",LI,403500.0
702 924 14 AV SW,"203,500",LI,203500.0
702 930 16 AV SW,"627,500",LI,627500.0
703 1001 14 AV SW,"393,000",LI,393000.0
703 1010 6 ST SW,"329,000",LI,329000.0
703 1011 12 AV SW,"299,500",LI,299500.0
703 1015 14 AV SW,"192,000",LI,192000.0
703 1020 14 AV SW,"289,500",LI,289500.0
703 1053 10 ST SW,"228,000",LI,228000.0
703 108 15 AV SE,"442,500",LI,442500.0
703 1107 15 AV SW,"301,500",LI,301500.0
703 111 14 AV SE,"312,500",LI,312500.0
703 1110 11 ST SW,"265,500",LI,265500.0
703 1111 10 ST SW,"287,500",LI,287500.0
703 1111 15 AV SW,"240,500",LI,240500.0
703 1118 12 AV SW,"270,000",LI,270000.0
703 1122 3 ST SE,"256,000",LI,256000.0
703 1123 13 AV SW,"324,000",LI,324000.0
703 1140 15 AV SW,"279,000",LI,279000.0
703 1188 3 ST SE,"266,500",LI,266500.0
703 1202 13 AV SW,"177,500",LI,177500.0
703 1208 14 AV SW,"349,000",LI,349000.0
703 1209 6 ST SW,"185,500",LI,185500.0
703 1213 13 AV SW,"287,500",LI,287500.0
703 1225 15 AV SW,"251,000",LI,251000.0
703 1236 15 AV SW,"252,000",LI,252000.0
703 1240 12 AV SW,"241,000",LI,241000.0
703 1309 14 AV SW,"216,000",LI,216000.0
703 1311 15 AV SW,"299,000",LI,299000.0
703 1312 13 AV SW,"218,000",LI,218000.0
703 1319 14 AV SW,"310,000",LI,310000.0
703 1320 1 ST SE,"386,000",LI,386000.0
703 1323 15 AV SW,"225,500",LI,225500.0
703 1330 15 AV SW,"266,000",LI,266000.0
703 1334 12 AV SW,"153,500",LI,153500.0
703 1334 13 AV SW,"282,000",LI,282000.0
703 1334 14 AV SW,"248,500",LI,248500.0
703 1335 12 AV SW,"250,000",LI,250000.0
703 135 13 AV SW,"330,500",LI,330500.0
703 1410 1 ST SE,"257,500",LI,257500.0
703 1411 7 ST SW,"223,000",LI,223000.0
703 1414 12 ST SW,"259,000",LI,259000.0
703 1414 5 ST SW,"287,000",LI,287000.0
703 1500 7 ST SW,"407,500",LI,407500.0
703 1501 6 ST SW,"525,000",LI,525000.0
703 188 15 AV SW,"250,000",LI,250000.0
703 210 15 AV SE,"356,500",LI,356500.0
703 211 13 AV SE,"426,500",LI,426500.0
703 215 13 AV SW,"416,500",LI,416500.0
703 215 14 AV SW,"300,000",LI,300000.0
703 220 12 AV SE,"408,500",LI,408500.0
703 220 13 AV SW,"297,500",LI,297500.0
703 225 11 AV SE,"295,000",LI,295000.0
703 235 15 AV SW,"273,000",LI,273000.0
703 303 13 AV SW,"480,500",LI,480500.0
703 310 12 AV SW,"318,000",LI,318000.0
703 317 14 AV SW,"319,500",LI,319500.0
703 323 13 AV SW,"232,000",LI,232000.0
703 339 13 AV SW,"240,000",LI,240000.0
703 340 14 AV SW,"192,000",LI,192000.0
703 433 11 AV SE,"542,000",LI,542000.0
703 530 12 AV SW,"478,000",LI,478000.0
703 537 14 AV SW,"386,500",LI,386500.0
703 616 15 AV SW,"332,500",LI,332500.0
703 626 14 AV SW,"430,500",LI,430500.0
703 626 15 AV SW,"210,000",LI,210000.0
703 706 15 AV SW,"301,000",LI,301000.0
703 715 15 AV SW,"195,000",LI,195000.0
703 718 12 AV SW,"260,000",LI,260000.0
703 733 14 AV SW,"308,500",LI,308500.0
703 735 12 AV SW,"206,500",LI,206500.0
703 788 12 AV SW,"458,000",LI,458000.0
703 812 14 AV SW,"280,000",LI,280000.0
703 817 15 AV SW,"321,000",LI,321000.0
703 836 15 AV SW,"370,500",LI,370500.0
703 901 10 AV SW,"310,500",LI,310500.0
703 924 14 AV SW,"206,000",LI,206000.0
703 930 16 AV SW,"629,500",LI,629500.0
704 1001 14 AV SW,"385,000",LI,385000.0
704 1010 6 ST SW,"274,000",LI,274000.0
704 1011 12 AV SW,"308,500",LI,308500.0
704 1015 14 AV SW,"158,500",LI,158500.0
704 1020 14 AV SW,"282,000",LI,282000.0
704 1053 10 ST SW,"219,000",LI,219000.0
704 108 15 AV SE,"416,000",LI,416000.0
704 1107 15 AV SW,"254,500",LI,254500.0
704 111 14 AV SE,"219,000",LI,219000.0
704 1110 11 ST SW,"367,000",LI,367000.0
704 1111 10 ST SW,"454,500",LI,454500.0
704 1111 15 AV SW,"166,500",LI,166500.0
704 1118 12 AV SW,"413,500",LI,413500.0
704 1123 13 AV SW,"324,000",LI,324000.0
704 1140 15 AV SW,"246,500",LI,246500.0
704 1202 13 AV SW,"251,000",LI,251000.0
704 1208 14 AV SW,"476,500",LI,476500.0
704 1209 6 ST SW,"237,000",LI,237000.0
704 1213 13 AV SW,"256,500",LI,256500.0
704 1225 15 AV SW,"248,500",LI,248500.0
704 1236 15 AV SW,"313,500",LI,313500.0
704 1240 12 AV SW,"280,000",LI,280000.0
704 1309 14 AV SW,"241,500",LI,241500.0
704 1311 15 AV SW,"261,500",LI,261500.0
704 1312 13 AV SW,"218,000",LI,218000.0
704 1319 14 AV SW,"448,500",LI,448500.0
704 1320 1 ST SE,"386,000",LI,386000.0
704 1323 15 AV SW,"216,000",LI,216000.0
704 1330 15 AV SW,"234,000",LI,234000.0
704 1334 12 AV SW,"201,000",LI,201000.0
704 1334 13 AV SW,"289,000",LI,289000.0
704 1334 14 AV SW,"221,000",LI,221000.0
704 1335 12 AV SW,"270,000",LI,270000.0
704 135 13 AV SW,"336,000",LI,336000.0
704 1410 1 ST SE,"268,500",LI,268500.0
704 1411 7 ST SW,"316,500",LI,316500.0
704 1414 12 ST SW,"210,000",LI,210000.0
704 1414 5 ST SW,"237,000",LI,237000.0
704 1500 7 ST SW,"244,000",LI,244000.0
704 1501 6 ST SW,"384,500",LI,384500.0
704 188 15 AV SW,"323,000",LI,323000.0
704 210 15 AV SE,"254,500",LI,254500.0
704 211 13 AV SE,"271,000",LI,271000.0
704 215 13 AV SW,"336,500",LI,336500.0
704 215 14 AV SW,"247,000",LI,247000.0
704 220 12 AV SE,"313,500",LI,313500.0
704 220 13 AV SW,"324,500",LI,324500.0
704 225 11 AV SE,"257,500",LI,257500.0
704 235 15 AV SW,"342,500",LI,342500.0
704 303 13 AV SW,"459,500",LI,459500.0
704 310 12 AV SW,"290,500",LI,290500.0
704 317 14 AV SW,"350,000",LI,350000.0
704 323 13 AV SW,"364,500",LI,364500.0
704 339 13 AV SW,"214,500",LI,214500.0
704 340 14 AV SW,"201,500",LI,201500.0
704 433 11 AV SE,"348,000",LI,348000.0
704 530 12 AV SW,"513,000",LI,513000.0
704 537 14 AV SW,"365,000",LI,365000.0
704 616 15 AV SW,"375,500",LI,375500.0
704 626 14 AV SW,"313,000",LI,313000.0
704 626 15 AV SW,"210,000",LI,210000.0
704 706 15 AV SW,"282,000",LI,282000.0
704 715 15 AV SW,"235,500",LI,235500.0
704 718 12 AV SW,"260,000",LI,260000.0
704 733 14 AV SW,"321,000",LI,321000.0
704 735 12 AV SW,"210,000",LI,210000.0
704 788 12 AV SW,"317,000",LI,317000.0
704 812 14 AV SW,"275,000",LI,275000.0
704 817 15 AV SW,"321,000",LI,321000.0
704 836 15 AV SW,"276,000",LI,276000.0
704 901 10 AV SW,"448,500",LI,448500.0
704 924 14 AV SW,"243,500",LI,243500.0
704 930 16 AV SW,"838,500",LI,838500.0
705 1001 14 AV SW,"484,000",LI,484000.0
705 1010 6 ST SW,"260,000",LI,260000.0
705 1011 12 AV SW,"327,500",LI,327500.0
705 1015 14 AV SW,"268,500",LI,268500.0
705 1053 10 ST SW,"285,500",LI,285500.0
705 108 15 AV SE,"426,500",LI,426500.0
705 111 14 AV SE,"250,500",LI,250500.0
705 1110 11 ST SW,"315,000",LI,315000.0
705 1111 10 ST SW,"314,500",LI,314500.0
705 1118 12 AV SW,"287,500",LI,287500.0
705 1123 13 AV SW,"324,000",LI,324000.0
705 1140 15 AV SW,"293,500",LI,293500.0
705 1208 14 AV SW,"576,500",LI,576500.0
705 1209 6 ST SW,"291,000",LI,291000.0
705 1213 13 AV SW,"228,000",LI,228000.0
705 1225 15 AV SW,"299,000",LI,299000.0
705 1236 15 AV SW,"182,500",LI,182500.0
705 1240 12 AV SW,"355,000",LI,355000.0
705 1312 13 AV SW,"223,000",LI,223000.0
705 1319 14 AV SW,"268,500",LI,268500.0
705 1320 1 ST SE,"291,000",LI,291000.0
705 1323 15 AV SW,"269,500",LI,269500.0
705 1330 15 AV SW,"218,000",LI,218000.0
705 1334 12 AV SW,"183,500",LI,183500.0
705 1334 13 AV SW,"302,000",LI,302000.0
705 1334 14 AV SW,"276,000",LI,276000.0
705 1335 12 AV SW,"224,500",LI,224500.0
705 135 13 AV SW,"435,000",LI,435000.0
705 1410 1 ST SE,"334,000",LI,334000.0
705 1411 7 ST SW,"223,000",LI,223000.0
705 1414 12 ST SW,"252,500",LI,252500.0
705 1414 5 ST SW,"287,000",LI,287000.0
705 1500 7 ST SW,"293,500",LI,293500.0
705 1501 6 ST SW,"459,000",LI,459000.0
705 188 15 AV SW,"298,500",LI,298500.0
705 210 15 AV SE,"320,000",LI,320000.0
705 211 13 AV SE,"397,000",LI,397000.0
705 215 13 AV SW,"420,000",LI,420000.0
705 220 12 AV SE,"377,000",LI,377000.0
705 220 13 AV SW,"276,500",LI,276500.0
705 225 11 AV SE,"388,000",LI,388000.0
705 235 15 AV SW,"351,500",LI,351500.0
705 303 13 AV SW,"416,500",LI,416500.0
705 310 12 AV SW,"496,000",LI,496000.0
705 317 14 AV SW,"250,500",LI,250500.0
705 323 13 AV SW,"286,500",LI,286500.0
705 339 13 AV SW,"191,500",LI,191500.0
705 340 14 AV SW,"201,500",LI,201500.0
705 433 11 AV SE,"490,500",LI,490500.0
705 530 12 AV SW,"534,500",LI,534500.0
705 537 14 AV SW,"313,000",LI,313000.0
705 626 14 AV SW,"476,000",LI,476000.0
705 715 15 AV SW,"248,000",LI,248000.0
705 718 12 AV SW,"260,000",LI,260000.0
705 733 14 AV SW,"261,000",LI,261000.0
705 735 12 AV SW,"210,000",LI,210000.0
705 788 12 AV SW,"317,000",LI,317000.0
705 812 14 AV SW,"236,000",LI,236000.0
705 817 15 AV SW,"460,000",LI,460000.0
705 836 15 AV SW,"367,500",LI,367500.0
705 901 10 AV SW,"331,000",LI,331000.0
705 924 14 AV SW,"200,500",LI,200500.0
705 930 16 AV SW,"1,090,000",LI,1090000.0
706 1001 14 AV SW,"388,000",LI,388000.0
706 1010 6 ST SW,"392,000",LI,392000.0
706 1011 12 AV SW,"260,000",LI,260000.0
706 1015 14 AV SW,"268,500",LI,268500.0
706 1053 10 ST SW,"225,000",LI,225000.0
706 108 15 AV SE,"425,500",LI,425500.0
706 111 14 AV SE,"282,500",LI,282500.0
706 1110 11 ST SW,"365,500",LI,365500.0
706 1111 10 ST SW,"449,500",LI,449500.0
706 1118 12 AV SW,"416,000",LI,416000.0
706 1122 3 ST SE,"282,500",LI,282500.0
706 1123 13 AV SW,"324,000",LI,324000.0
706 1140 15 AV SW,"353,500",LI,353500.0
706 1188 3 ST SE,"298,500",LI,298500.0
706 1213 13 AV SW,"287,500",LI,287500.0
706 1236 15 AV SW,"224,500",LI,224500.0
706 1240 12 AV SW,"281,000",LI,281000.0
706 1312 13 AV SW,"273,000",LI,273000.0
706 1319 14 AV SW,"268,500",LI,268500.0
706 1320 1 ST SE,"295,000",LI,295000.0
706 1323 15 AV SW,"249,000",LI,249000.0
706 1330 15 AV SW,"266,000",LI,266000.0
706 1334 12 AV SW,"168,500",LI,168500.0
706 1334 13 AV SW,"292,000",LI,292000.0
706 1334 14 AV SW,"296,500",LI,296500.0
706 1335 12 AV SW,"224,500",LI,224500.0
706 135 13 AV SW,"357,500",LI,357500.0
706 1410 1 ST SE,"361,000",LI,361000.0
706 1414 5 ST SW,"287,000",LI,287000.0
706 1500 7 ST SW,"418,500",LI,418500.0
706 1501 6 ST SW,"287,000",LI,287000.0
706 188 15 AV SW,"298,500",LI,298500.0
706 210 15 AV SE,"342,500",LI,342500.0
706 211 13 AV SE,"426,500",LI,426500.0
706 215 13 AV SW,"419,500",LI,419500.0
706 220 12 AV SE,"302,500",LI,302500.0
706 220 13 AV SW,"287,500",LI,287500.0
706 225 11 AV SE,"295,000",LI,295000.0
706 235 15 AV SW,"273,000",LI,273000.0
706 303 13 AV SW,"353,500",LI,353500.0
706 310 12 AV SW,"348,000",LI,348000.0
706 317 14 AV SW,"250,500",LI,250500.0
106 1014 14 AV SW,"364,000",LI,364000.0
706 323 13 AV SW,"309,500",LI,309500.0
706 339 13 AV SW,"201,500",LI,201500.0
706 340 14 AV SW,"192,000",LI,192000.0
706 433 11 AV SE,"550,500",LI,550500.0
706 530 12 AV SW,"361,000",LI,361000.0
706 537 14 AV SW,"386,500",LI,386500.0
706 626 14 AV SW,"291,500",LI,291500.0
706 718 12 AV SW,"260,000",LI,260000.0
706 733 14 AV SW,"261,000",LI,261000.0
706 735 12 AV SW,"253,000",LI,253000.0
706 788 12 AV SW,"458,000",LI,458000.0
706 812 14 AV SW,"280,000",LI,280000.0
706 817 15 AV SW,"309,000",LI,309000.0
706 836 15 AV SW,"366,000",LI,366000.0
706 901 10 AV SW,"498,500",LI,498500.0
706 924 14 AV SW,"200,500",LI,200500.0
706 930 16 AV SW,"631,000",LI,631000.0
707 1010 6 ST SW,"270,500",LI,270500.0
707 1011 12 AV SW,"279,000",LI,279000.0
707 1053 10 ST SW,"311,000",LI,311000.0
707 108 15 AV SE,"442,500",LI,442500.0
707 111 14 AV SE,"312,500",LI,312500.0
707 1110 11 ST SW,"265,000",LI,265000.0
707 1111 10 ST SW,"292,000",LI,292000.0
707 1118 12 AV SW,"286,000",LI,286000.0
707 1122 3 ST SE,"419,000",LI,419000.0
707 1123 13 AV SW,"399,500",LI,399500.0
707 1188 3 ST SE,"455,000",LI,455000.0
707 1236 15 AV SW,"313,500",LI,313500.0
707 1319 14 AV SW,"336,500",LI,336500.0
707 1320 1 ST SE,"386,000",LI,386000.0
707 1330 15 AV SW,"266,000",LI,266000.0
707 1334 12 AV SW,"202,500",LI,202500.0
707 1335 12 AV SW,"209,500",LI,209500.0
707 135 13 AV SW,"338,000",LI,338000.0
707 1410 1 ST SE,"263,000",LI,263000.0
707 1500 7 ST SW,"293,500",LI,293500.0
707 1501 6 ST SW,"454,000",LI,454000.0
707 188 15 AV SW,"323,000",LI,323000.0
707 210 15 AV SE,"242,000",LI,242000.0
707 211 13 AV SE,"426,500",LI,426500.0
707 215 13 AV SW,"335,500",LI,335500.0
707 220 12 AV SE,"287,500",LI,287500.0
707 220 13 AV SW,"256,500",LI,256500.0
707 225 11 AV SE,"276,500",LI,276500.0
707 303 13 AV SW,"434,000",LI,434000.0
707 310 12 AV SW,"600,500",LI,600500.0
707 339 13 AV SW,"191,500",LI,191500.0
707 340 14 AV SW,"201,500",LI,201500.0
707 626 14 AV SW,"328,000",LI,328000.0
707 718 12 AV SW,"260,000",LI,260000.0
707 735 12 AV SW,"292,500",LI,292500.0
707 788 12 AV SW,"360,500",LI,360500.0
707 812 14 AV SW,"278,500",LI,278500.0
707 817 15 AV SW,"453,000",LI,453000.0
707 836 15 AV SW,"367,000",LI,367000.0
707 901 10 AV SW,"306,500",LI,306500.0
707 924 14 AV SW,"159,500",LI,159500.0
707 930 16 AV SW,"409,000",LI,409000.0
708 1010 6 ST SW,"355,500",LI,355500.0
708 1011 12 AV SW,"258,000",LI,258000.0
708 1053 10 ST SW,"265,500",LI,265500.0
708 108 15 AV SE,"413,000",LI,413000.0
708 111 14 AV SE,"221,500",LI,221500.0
708 1110 11 ST SW,"329,000",LI,329000.0
708 1111 10 ST SW,"414,500",LI,414500.0
708 1118 12 AV SW,"370,000",LI,370000.0
708 1122 3 ST SE,"323,000",LI,323000.0
708 1188 3 ST SE,"310,000",LI,310000.0
708 1319 14 AV SW,"310,000",LI,310000.0
708 1320 1 ST SE,"386,000",LI,386000.0
708 1330 15 AV SW,"223,000",LI,223000.0
708 1334 12 AV SW,"204,000",LI,204000.0
708 1335 12 AV SW,"224,500",LI,224500.0
708 135 13 AV SW,"327,500",LI,327500.0
708 1410 1 ST SE,"271,000",LI,271000.0
708 1500 7 ST SW,"406,000",LI,406000.0
708 1501 6 ST SW,"325,500",LI,325500.0
708 188 15 AV SW,"341,000",LI,341000.0
708 210 15 AV SE,"345,000",LI,345000.0
708 211 13 AV SE,"397,000",LI,397000.0
708 220 12 AV SE,"280,000",LI,280000.0
708 220 13 AV SW,"261,000",LI,261000.0
708 225 11 AV SE,"283,500",LI,283500.0
708 303 13 AV SW,"283,000",LI,283000.0
708 310 12 AV SW,"583,500",LI,583500.0
708 339 13 AV SW,"201,500",LI,201500.0
708 340 14 AV SW,"192,000",LI,192000.0
708 626 14 AV SW,"330,500",LI,330500.0
708 718 12 AV SW,"240,500",LI,240500.0
708 735 12 AV SW,"222,500",LI,222500.0
708 788 12 AV SW,"309,500",LI,309500.0
708 812 14 AV SW,"249,000",LI,249000.0
708 817 15 AV SW,"316,500",LI,316500.0
708 836 15 AV SW,"274,000",LI,274000.0
708 901 10 AV SW,"426,000",LI,426000.0
708 924 14 AV SW,"262,000",LI,262000.0
709 1053 10 ST SW,"323,500",LI,323500.0
709 111 14 AV SE,"196,500",LI,196500.0
709 1110 11 ST SW,"265,500",LI,265500.0
709 1122 3 ST SE,"445,500",LI,445500.0
709 1188 3 ST SE,"603,500",LI,603500.0
709 1319 14 AV SW,"436,500",LI,436500.0
709 1320 1 ST SE,"386,000",LI,386000.0
709 1335 12 AV SW,"270,000",LI,270000.0
709 135 13 AV SW,"350,500",LI,350500.0
709 1410 1 ST SE,"268,500",LI,268500.0
709 1500 7 ST SW,"298,000",LI,298000.0
709 188 15 AV SW,"379,000",LI,379000.0
709 210 15 AV SE,"254,500",LI,254500.0
709 220 12 AV SE,"298,500",LI,298500.0
709 225 11 AV SE,"302,500",LI,302500.0
709 303 13 AV SW,"284,500",LI,284500.0
709 310 12 AV SW,"323,500",LI,323500.0
