ADDRESS,ASSESSED_VALUE,PROPERTY_TYPE,VALUE_CLEAN
1202 1111 10 ST SW,"407,500",LI,407500.0
1202 1118 12 AV SW,"371,500",LI,371500.0
1202 1122 3 ST SE,"421,500",LI,421500.0
1202 1188 3 ST SE,"477,500",LI,477500.0
1202 1319 14 AV SW,"346,000",LI,346000.0
1202 1320 1 ST SE,"400,000",LI,400000.0
1202 1330 15 AV SW,"310,500",LI,310500.0
1202 135 13 AV SW,"365,000",LI,365000.0
1202 1410 1 ST SE,"281,000",LI,281000.0
1202 1500 7 ST SW,"328,500",LI,328500.0
1202 1501 6 ST SW,"365,000",LI,365000.0
1202 188 15 AV SW,"453,500",LI,453500.0
1202 210 15 AV SE,"258,500",LI,258500.0
1202 211 13 AV SE,"442,500",LI,442500.0
1202 215 13 AV SW,"313,500",LI,313500.0
1202 220 12 AV SE,"409,000",LI,409000.0
1202 225 11 AV SE,"332,000",LI,332000.0
1202 303 13 AV SW,"840,000",LI,840000.0
1202 310 12 AV SW,"360,000",LI,360000.0
1202 433 11 AV SE,"342,000",LI,342000.0
1202 530 12 AV SW,"559,000",LI,559000.0
1202 626 14 AV SW,"424,500",LI,424500.0
1202 706 15 AV SW,"297,000",LI,297000.0
1202 733 14 AV SW,"323,000",LI,323000.0
1202 788 12 AV SW,"375,500",LI,375500.0
1202 817 15 AV SW,"480,000",LI,480000.0
1202 836 15 AV SW,"402,500",LI,402500.0
1202 901 10 AV SW,"415,500",LI,415500.0
1202 924 14 AV SW,"218,000",LI,218000.0
1202 930 16 AV SW,"644,000",LI,644000.0
1202P 1334 13 AV SW,"330,500",LI,330500.0
1203 1010 6 ST SW,"340,000",LI,340000.0
1203 1053 10 ST SW,"242,500",LI,242500.0
1203 1110 11 ST SW,"275,500",LI,275500.0
1203 1111 10 ST SW,"298,000",LI,298000.0
1203 1118 12 AV SW,"281,000",LI,281000.0
1203 1122 3 ST SE,"263,500",LI,263500.0
1203 1188 3 ST SE,"280,000",LI,280000.0
1203 1319 14 AV SW,"318,000",LI,318000.0
1203 1320 1 ST SE,"400,000",LI,400000.0
1203 1330 15 AV SW,"316,500",LI,316500.0
1203 135 13 AV SW,"341,000",LI,341000.0
1203 1410 1 ST SE,"278,500",LI,278500.0
1203 1500 7 ST SW,"415,500",LI,415500.0
1203 1501 6 ST SW,"542,500",LI,542500.0
1203 210 15 AV SE,"376,500",LI,376500.0
1203 211 13 AV SE,"442,500",LI,442500.0
1203 215 13 AV SW,"431,500",LI,431500.0
1203 220 12 AV SE,"424,000",LI,424000.0
1203 225 11 AV SE,"304,500",LI,304500.0
1203 303 13 AV SW,"751,500",LI,751500.0
1203 310 12 AV SW,"327,000",LI,327000.0
1203 433 11 AV SE,"598,500",LI,598500.0
1203 530 12 AV SW,"498,000",LI,498000.0
1203 626 14 AV SW,"446,000",LI,446000.0
1203 706 15 AV SW,"314,500",LI,314500.0
1203 733 14 AV SW,"323,000",LI,323000.0
1203 788 12 AV SW,"478,000",LI,478000.0
1203 817 15 AV SW,"705,500",LI,705500.0
1203 836 15 AV SW,"385,500",LI,385500.0
1203 901 10 AV SW,"320,000",LI,320000.0
1203 924 14 AV SW,"221,000",LI,221000.0
1203 930 16 AV SW,"658,000",LI,658000.0
1203P 1334 13 AV SW,"439,000",LI,439000.0
1204 1010 6 ST SW,"282,500",LI,282500.0
1204 1053 10 ST SW,"233,000",LI,233000.0
1204 1110 11 ST SW,"383,500",LI,383500.0
1204 1111 10 ST SW,"472,000",LI,472000.0
1204 1118 12 AV SW,"431,500",LI,431500.0
1204 1122 3 ST SE,"414,000",LI,414000.0
1204 1188 3 ST SE,"468,500",LI,468500.0
1204 1319 14 AV SW,"461,000",LI,461000.0
1204 1320 1 ST SE,"400,000",LI,400000.0
1204 1330 15 AV SW,"229,500",LI,229500.0
1204 135 13 AV SW,"346,500",LI,346500.0
1204 1410 1 ST SE,"292,500",LI,292500.0
1204 1500 7 ST SW,"250,500",LI,250500.0
1204 1501 6 ST SW,"396,000",LI,396000.0
1204 188 15 AV SW,"486,000",LI,486000.0
1204 210 15 AV SE,"266,500",LI,266500.0
1204 211 13 AV SE,"284,500",LI,284500.0
1204 215 13 AV SW,"346,500",LI,346500.0
1204 220 12 AV SE,"324,000",LI,324000.0
1204 225 11 AV SE,"266,000",LI,266000.0
1204 303 13 AV SW,"364,500",LI,364500.0
1204 310 12 AV SW,"299,000",LI,299000.0
1204 433 11 AV SE,"357,000",LI,357000.0
1204 530 12 AV SW,"559,000",LI,559000.0
1204 626 14 AV SW,"337,000",LI,337000.0
1204 706 15 AV SW,"297,000",LI,297000.0
1204 733 14 AV SW,"336,000",LI,336000.0
1204 788 12 AV SW,"329,000",LI,329000.0
1204 836 15 AV SW,"286,000",LI,286000.0
1204 901 10 AV SW,"463,000",LI,463000.0
1204 924 14 AV SW,"260,000",LI,260000.0
1204 930 16 AV SW,"424,000",LI,424000.0
1204P 1334 13 AV SW,"307,500",LI,307500.0
1205 1010 6 ST SW,"267,500",LI,267500.0
1205 1053 10 ST SW,"304,000",LI,304000.0
1205 1110 11 ST SW,"327,500",LI,327500.0
1205 1111 10 ST SW,"326,500",LI,326500.0
1205 1118 12 AV SW,"299,500",LI,299500.0
1205 1122 3 ST SE,"291,500",LI,291500.0
1205 1188 3 ST SE,"326,500",LI,326500.0
1205 1319 14 AV SW,"275,000",LI,275000.0
1205 1320 1 ST SE,"300,500",LI,300500.0
1205 1330 15 AV SW,"229,500",LI,229500.0
1205 135 13 AV SW,"450,000",LI,450000.0
1205 1410 1 ST SE,"361,000",LI,361000.0
1205 1500 7 ST SW,"302,500",LI,302500.0
1205 1501 6 ST SW,"706,500",LI,706500.0
1205 188 15 AV SW,"310,000",LI,310000.0
1205 210 15 AV SE,"334,500",LI,334500.0
1205 211 13 AV SE,"411,500",LI,411500.0
1205 215 13 AV SW,"433,500",LI,433500.0
1205 220 12 AV SE,"394,500",LI,394500.0
1205 225 11 AV SE,"402,500",LI,402500.0
1205 303 13 AV SW,"446,000",LI,446000.0
1205 310 12 AV SW,"510,000",LI,510000.0
1205 433 11 AV SE,"543,000",LI,543000.0
1205 530 12 AV SW,"586,000",LI,586000.0
1205 626 14 AV SW,"493,500",LI,493500.0
1205 733 14 AV SW,"272,000",LI,272000.0
1205 788 12 AV SW,"329,000",LI,329000.0
1205 817 15 AV SW,"491,500",LI,491500.0
1205 836 15 AV SW,"381,000",LI,381000.0
1205 901 10 AV SW,"341,500",LI,341500.0
1205 924 14 AV SW,"214,500",LI,214500.0
1205 930 16 AV SW,"442,500",LI,442500.0
1205P 1334 13 AV SW,"326,500",LI,326500.0
1206 1010 6 ST SW,"405,500",LI,405500.0
1206 1053 10 ST SW,"239,500",LI,239500.0
1206 1110 11 ST SW,"382,000",LI,382000.0
1206 1111 10 ST SW,"466,500",LI,466500.0
1206 1118 12 AV SW,"434,500",LI,434500.0
1206 1122 3 ST SE,"291,500",LI,291500.0
1206 1188 3 ST SE,"327,000",LI,327000.0
1206 1319 14 AV SW,"275,000",LI,275000.0
1206 1320 1 ST SE,"300,500",LI,300500.0
1206 1330 15 AV SW,"304,000",LI,304000.0
1206 135 13 AV SW,"369,500",LI,369500.0
1206 1410 1 ST SE,"384,000",LI,384000.0
1206 1500 7 ST SW,"432,500",LI,432500.0
1206 188 15 AV SW,"310,000",LI,310000.0
1206 210 15 AV SE,"361,500",LI,361500.0
1206 211 13 AV SE,"442,500",LI,442500.0
1206 215 13 AV SW,"435,000",LI,435000.0
1206 220 12 AV SE,"312,500",LI,312500.0
1206 225 11 AV SE,"304,500",LI,304500.0
1206 303 13 AV SW,"289,500",LI,289500.0
1206 310 12 AV SW,"358,500",LI,358500.0
1206 433 11 AV SE,"608,000",LI,608000.0
1206 530 12 AV SW,"377,500",LI,377500.0
1206 626 14 AV SW,"301,000",LI,301000.0
1206 733 14 AV SW,"272,000",LI,272000.0
1206 788 12 AV SW,"478,000",LI,478000.0
1206 817 15 AV SW,"323,500",LI,323500.0
1206 836 15 AV SW,"379,500",LI,379500.0
1206 901 10 AV SW,"514,500",LI,514500.0
1206 924 14 AV SW,"214,500",LI,214500.0
1206 930 16 AV SW,"637,500",LI,637500.0
1206P 1334 13 AV SW,"292,500",LI,292500.0
1207 1010 6 ST SW,"278,500",LI,278500.0
1207 1053 10 ST SW,"330,500",LI,330500.0
1207 1110 11 ST SW,"275,000",LI,275000.0
1207 1111 10 ST SW,"302,500",LI,302500.0
1207 1118 12 AV SW,"281,500",LI,281500.0
1207 1122 3 ST SE,"440,000",LI,440000.0
1207 1188 3 ST SE,"475,000",LI,475000.0
1207 1319 14 AV SW,"357,500",LI,357500.0
1207 1320 1 ST SE,"400,000",LI,400000.0
1207 1330 15 AV SW,"352,000",LI,352000.0
1207 135 13 AV SW,"349,000",LI,349000.0
1207 1410 1 ST SE,"282,500",LI,282500.0
1207 1500 7 ST SW,"298,500",LI,298500.0
1207 1501 6 ST SW,"468,000",LI,468000.0
1207 188 15 AV SW,"355,000",LI,355000.0
1207 210 15 AV SE,"256,000",LI,256000.0
1207 211 13 AV SE,"442,500",LI,442500.0
1207 215 13 AV SW,"346,000",LI,346000.0
1207 220 12 AV SE,"297,000",LI,297000.0
1207 225 11 AV SE,"285,000",LI,285000.0
1207 303 13 AV SW,"290,500",LI,290500.0
1207 310 12 AV SW,"617,500",LI,617500.0
1207 626 14 AV SW,"338,500",LI,338500.0
1207 788 12 AV SW,"375,500",LI,375500.0
1207 817 15 AV SW,"494,500",LI,494500.0
1207 836 15 AV SW,"380,500",LI,380500.0
1207 901 10 AV SW,"316,000",LI,316000.0
1207 924 14 AV SW,"170,500",LI,170500.0
1207 930 16 AV SW,"647,500",LI,647500.0
1208 1010 6 ST SW,"368,000",LI,368000.0
1208 1053 10 ST SW,"276,500",LI,276500.0
1208 1110 11 ST SW,"342,000",LI,342000.0
1208 1111 10 ST SW,"430,000",LI,430000.0
1208 1118 12 AV SW,"385,500",LI,385500.0
1208 1122 3 ST SE,"332,500",LI,332500.0
1208 1188 3 ST SE,"338,500",LI,338500.0
1208 1319 14 AV SW,"330,000",LI,330000.0
1208 1320 1 ST SE,"400,000",LI,400000.0
1208 1330 15 AV SW,"225,000",LI,225000.0
1208 135 13 AV SW,"338,500",LI,338500.0
1208 1410 1 ST SE,"289,500",LI,289500.0
1208 1500 7 ST SW,"420,000",LI,420000.0
1208 1501 6 ST SW,"335,000",LI,335000.0
1208 188 15 AV SW,"355,500",LI,355500.0
1208 210 15 AV SE,"361,500",LI,361500.0
1208 211 13 AV SE,"411,500",LI,411500.0
1208 220 12 AV SE,"289,000",LI,289000.0
1208 225 11 AV SE,"293,000",LI,293000.0
1208 303 13 AV SW,"451,000",LI,451000.0
1208 310 12 AV SW,"599,500",LI,599500.0
1208 626 14 AV SW,"341,000",LI,341000.0
1208 788 12 AV SW,"321,500",LI,321500.0
1208 817 15 AV SW,"323,000",LI,323000.0
1208 836 15 AV SW,"285,000",LI,285000.0
1208 901 10 AV SW,"439,000",LI,439000.0
1208 924 14 AV SW,"218,000",LI,218000.0
1208 930 16 AV SW,"420,000",LI,420000.0
1209 1053 10 ST SW,"340,000",LI,340000.0
1209 1110 11 ST SW,"289,000",LI,289000.0
1209 1122 3 ST SE,"480,000",LI,480000.0
1209 1188 3 ST SE,"573,500",LI,573500.0
1209 1319 14 AV SW,"461,000",LI,461000.0
1209 1320 1 ST SE,"400,000",LI,400000.0
1209 135 13 AV SW,"362,000",LI,362000.0
1209 1410 1 ST SE,"284,000",LI,284000.0
1209 1500 7 ST SW,"307,000",LI,307000.0
1209 188 15 AV SW,"394,500",LI,394500.0
1209 210 15 AV SE,"266,500",LI,266500.0
1209 220 12 AV SE,"312,500",LI,312500.0
1209 225 11 AV SE,"312,500",LI,312500.0
1209 303 13 AV SW,"426,000",LI,426000.0
1209 310 12 AV SW,"333,000",LI,333000.0
1209 626 14 AV SW,"310,000",LI,310000.0
1209 788 12 AV SW,"202,000",LI,202000.0
1209 817 15 AV SW,"323,000",LI,323000.0
1209 901 10 AV SW,"282,500",LI,282500.0
1209 924 14 AV SW,"221,000",LI,221000.0
1210 1001 13 AV SW,"493,000",LI,493000.0
1210 1053 10 ST SW,"279,500",LI,279500.0
1210 1122 3 ST SE,"304,000",LI,304000.0
1210 1188 3 ST SE,"334,500",LI,334500.0
1210 1319 14 AV SW,"284,500",LI,284500.0
1210 1320 1 ST SE,"304,500",LI,304500.0
1210 135 13 AV SW,"364,500",LI,364500.0
1210 1410 1 ST SE,"349,000",LI,349000.0
1210 188 15 AV SW,"347,500",LI,347500.0
1210 210 15 AV SE,"334,500",LI,334500.0
1210 225 11 AV SE,"398,500",LI,398500.0
1210 540 14 AV SW,"371,500",LI,371500.0
1210 626 14 AV SW,"481,500",LI,481500.0
1210 720 13 AV SW,"685,500",LI,685500.0
1210 924 14 AV SW,"233,500",LI,233500.0
1211 1053 10 ST SW,"333,500",LI,333500.0
1211 135 13 AV SW,"381,000",LI,381000.0
1211 626 14 AV SW,"462,500",LI,462500.0
1211 924 14 AV SW,"170,500",LI,170500.0
1212 1053 10 ST SW,"270,500",LI,270500.0
1212 626 14 AV SW,"386,500",LI,386500.0
1212 924 14 AV SW,"170,500",LI,170500.0
1213 1053 10 ST SW,"279,500",LI,279500.0
1213 626 14 AV SW,"393,500",LI,393500.0
1213 924 14 AV SW,"188,500",LI,188500.0
1214 1053 10 ST SW,"230,000",LI,230000.0
1215 1053 10 ST SW,"359,000",LI,359000.0
1216 1053 10 ST SW,"324,000",LI,324000.0
1220 1001 13 AV SW,"501,500",LI,501500.0
1220 540 14 AV SW,"300,000",LI,300000.0
1220 720 13 AV SW,"1,000,000",LI,1000000.0
1230 1001 13 AV SW,"449,500",LI,449500.0
1230 540 14 AV SW,"298,000",LI,298000.0
1230 720 13 AV SW,"633,500",LI,633500.0
1240 1001 13 AV SW,"427,500",LI,427500.0
1240 540 14 AV SW,"300,000",LI,300000.0
1250 1001 13 AV SW,"530,500",LI,530500.0
1260 1001 13 AV SW,"722,000",LI,722000.0
1300 817 15 AV SW,"497,500",LI,497500.0
1301 1010 6 ST SW,"323,000",LI,323000.0
1301 1053 10 ST SW,"279,000",LI,279000.0
1301 1110 11 ST SW,"276,500",LI,276500.0
1301 1111 10 ST SW,"463,500",LI,463500.0
1301 1118 12 AV SW,"413,500",LI,413500.0
1301 1122 3 ST SE,"305,000",LI,305000.0
1301 1188 3 ST SE,"334,500",LI,334500.0
1301 1319 14 AV SW,"285,000",LI,285000.0
1301 1320 1 ST SE,"306,500",LI,306500.0
1301 135 13 AV SW,"414,000",LI,414000.0
1301 1410 1 ST SE,"393,000",LI,393000.0
1301 1500 7 ST SW,"273,500",LI,273500.0
1301 1501 6 ST SW,"275,500",LI,275500.0
1301 210 15 AV SE,"364,500",LI,364500.0
1301 211 13 AV SE,"283,000",LI,283000.0
1301 215 13 AV SW,"430,500",LI,430500.0
1301 310 12 AV SW,"330,000",LI,330000.0
1301 530 12 AV SW,"592,000",LI,592000.0
1301 706 15 AV SW,"320,000",LI,320000.0
1301 788 12 AV SW,"324,000",LI,324000.0
1301 817 15 AV SW,"325,000",LI,325000.0
1301 901 10 AV SW,"296,500",LI,296500.0
1301 930 16 AV SW,"449,000",LI,449000.0
1302 1010 6 ST SW,"448,500",LI,448500.0
1302 1053 10 ST SW,"346,500",LI,346500.0
1302 1110 11 ST SW,"344,500",LI,344500.0
1302 1111 10 ST SW,"410,500",LI,410500.0
1302 1118 12 AV SW,"374,500",LI,374500.0
1302 1122 3 ST SE,"424,500",LI,424500.0
1302 1188 3 ST SE,"480,000",LI,480000.0
1302 1319 14 AV SW,"347,500",LI,347500.0
1302 1320 1 ST SE,"403,000",LI,403000.0
1302 135 13 AV SW,"367,000",LI,367000.0
1302 1410 1 ST SE,"283,500",LI,283500.0
1302 1500 7 ST SW,"330,500",LI,330500.0
1302 1501 6 ST SW,"367,000",LI,367000.0
1302 210 15 AV SE,"261,000",LI,261000.0
1302 211 13 AV SE,"446,000",LI,446000.0
1302 215 13 AV SW,"316,000",LI,316000.0
1302 310 12 AV SW,"362,000",LI,362000.0
1302 530 12 AV SW,"562,500",LI,562500.0
1302 706 15 AV SW,"299,000",LI,299000.0
1302 788 12 AV SW,"378,500",LI,378500.0
1302 817 15 AV SW,"483,000",LI,483000.0
1302 901 10 AV SW,"418,000",LI,418000.0
1302 930 16 AV SW,"647,000",LI,647000.0
1303 1010 6 ST SW,"342,000",LI,342000.0
1303 1053 10 ST SW,"241,000",LI,241000.0
1303 1110 11 ST SW,"277,500",LI,277500.0
1303 1111 10 ST SW,"300,000",LI,300000.0
1303 1118 12 AV SW,"283,500",LI,283500.0
1303 1122 3 ST SE,"265,500",LI,265500.0
1303 1188 3 ST SE,"281,500",LI,281500.0
1303 1319 14 AV SW,"319,500",LI,319500.0
1303 1320 1 ST SE,"403,000",LI,403000.0
1303 135 13 AV SW,"343,500",LI,343500.0
1303 1410 1 ST SE,"280,500",LI,280500.0
1303 1500 7 ST SW,"418,000",LI,418000.0
1303 1501 6 ST SW,"546,000",LI,546000.0
1303 210 15 AV SE,"380,000",LI,380000.0
1303 211 13 AV SE,"446,000",LI,446000.0
1303 215 13 AV SW,"432,500",LI,432500.0
1303 310 12 AV SW,"329,000",LI,329000.0
1303 530 12 AV SW,"502,500",LI,502500.0
1303 706 15 AV SW,"317,000",LI,317000.0
1303 788 12 AV SW,"482,000",LI,482000.0
1303 817 15 AV SW,"710,000",LI,710000.0
1303 901 10 AV SW,"322,000",LI,322000.0
1303 930 16 AV SW,"661,500",LI,661500.0
1304 1010 6 ST SW,"284,000",LI,284000.0
1304 1053 10 ST SW,"234,500",LI,234500.0
1304 1110 11 ST SW,"387,000",LI,387000.0
1304 1111 10 ST SW,"475,500",LI,475500.0
1304 1118 12 AV SW,"435,500",LI,435500.0
1304 1122 3 ST SE,"417,000",LI,417000.0
1304 1188 3 ST SE,"471,000",LI,471000.0
1304 1319 14 AV SW,"463,500",LI,463500.0
1304 1320 1 ST SE,"403,000",LI,403000.0
1304 135 13 AV SW,"349,000",LI,349000.0
1304 1410 1 ST SE,"295,000",LI,295000.0
1304 1500 7 ST SW,"252,000",LI,252000.0
1304 1501 6 ST SW,"398,500",LI,398500.0
1304 210 15 AV SE,"269,000",LI,269000.0
1304 211 13 AV SE,"286,500",LI,286500.0
1304 215 13 AV SW,"347,000",LI,347000.0
1304 310 12 AV SW,"300,500",LI,300500.0
1304 530 12 AV SW,"563,000",LI,563000.0
1304 706 15 AV SW,"299,000",LI,299000.0
1304 788 12 AV SW,"331,500",LI,331500.0
1304 901 10 AV SW,"465,500",LI,465500.0
1304 930 16 AV SW,"426,000",LI,426000.0
1305 1010 6 ST SW,"269,000",LI,269000.0
1305 1053 10 ST SW,"326,500",LI,326500.0
1305 1110 11 ST SW,"330,000",LI,330000.0
1305 1111 10 ST SW,"329,000",LI,329000.0
1305 1118 12 AV SW,"302,000",LI,302000.0
1305 1122 3 ST SE,"293,500",LI,293500.0
1305 1188 3 ST SE,"328,000",LI,328000.0
1305 1319 14 AV SW,"276,500",LI,276500.0
1305 1320 1 ST SE,"302,500",LI,302500.0
1305 135 13 AV SW,"453,000",LI,453000.0
1305 1410 1 ST SE,"364,000",LI,364000.0
1305 1500 7 ST SW,"304,000",LI,304000.0
1305 1501 6 ST SW,"711,000",LI,711000.0
1305 210 15 AV SE,"337,500",LI,337500.0
1305 211 13 AV SE,"414,500",LI,414500.0
1305 215 13 AV SW,"432,500",LI,432500.0
1305 310 12 AV SW,"512,500",LI,512500.0
1305 530 12 AV SW,"591,000",LI,591000.0
1305 788 12 AV SW,"331,500",LI,331500.0
1305 817 15 AV SW,"494,000",LI,494000.0
1305 901 10 AV SW,"343,500",LI,343500.0
1305 930 16 AV SW,"444,500",LI,444500.0
1306 1010 6 ST SW,"408,000",LI,408000.0
1306 1053 10 ST SW,"241,000",LI,241000.0
1306 1110 11 ST SW,"385,000",LI,385000.0
1306 1111 10 ST SW,"470,000",LI,470000.0
1306 1118 12 AV SW,"438,000",LI,438000.0
1306 1122 3 ST SE,"293,500",LI,293500.0
1306 1188 3 ST SE,"328,500",LI,328500.0
1306 1319 14 AV SW,"276,500",LI,276500.0
1306 1320 1 ST SE,"302,500",LI,302500.0
1306 135 13 AV SW,"372,000",LI,372000.0
1306 1410 1 ST SE,"387,000",LI,387000.0
1306 1500 7 ST SW,"435,500",LI,435500.0
1306 210 15 AV SE,"364,500",LI,364500.0
1306 211 13 AV SE,"446,000",LI,446000.0
1306 215 13 AV SW,"437,500",LI,437500.0
1306 310 12 AV SW,"361,000",LI,361000.0
1306 530 12 AV SW,"381,500",LI,381500.0
1306 788 12 AV SW,"482,000",LI,482000.0
1306 817 15 AV SW,"325,000",LI,325000.0
1306 901 10 AV SW,"518,000",LI,518000.0
1306 930 16 AV SW,"640,500",LI,640500.0
1307 1010 6 ST SW,"280,000",LI,280000.0
1307 1053 10 ST SW,"333,000",LI,333000.0
1307 1110 11 ST SW,"277,000",LI,277000.0
1307 1111 10 ST SW,"305,000",LI,305000.0
1307 1118 12 AV SW,"284,000",LI,284000.0
1307 1122 3 ST SE,"443,000",LI,443000.0
1307 1188 3 ST SE,"478,000",LI,478000.0
1307 1319 14 AV SW,"359,000",LI,359000.0
1307 1320 1 ST SE,"403,000",LI,403000.0
1307 135 13 AV SW,"351,500",LI,351500.0
1307 1410 1 ST SE,"285,000",LI,285000.0
1307 1500 7 ST SW,"300,000",LI,300000.0
1307 1501 6 ST SW,"471,000",LI,471000.0
1307 210 15 AV SE,"258,000",LI,258000.0
1307 211 13 AV SE,"446,000",LI,446000.0
1307 215 13 AV SW,"346,000",LI,346000.0
1307 310 12 AV SW,"620,500",LI,620500.0
1307 788 12 AV SW,"378,500",LI,378500.0
1307 817 15 AV SW,"497,500",LI,497500.0
1307 901 10 AV SW,"317,500",LI,317500.0
1307 930 16 AV SW,"651,000",LI,651000.0
1308 1010 6 ST SW,"370,500",LI,370500.0
1308 1053 10 ST SW,"279,000",LI,279000.0
1308 1110 11 ST SW,"344,500",LI,344500.0
1308 1111 10 ST SW,"433,500",LI,433500.0
1308 1118 12 AV SW,"388,500",LI,388500.0
1308 1122 3 ST SE,"334,500",LI,334500.0
1308 1188 3 ST SE,"340,000",LI,340000.0
1308 1319 14 AV SW,"331,500",LI,331500.0
1308 1320 1 ST SE,"403,000",LI,403000.0
1308 135 13 AV SW,"340,500",LI,340500.0
1308 1410 1 ST SE,"292,000",LI,292000.0
1308 1500 7 ST SW,"422,500",LI,422500.0
1308 1501 6 ST SW,"336,500",LI,336500.0
1308 210 15 AV SE,"364,500",LI,364500.0
1308 211 13 AV SE,"414,500",LI,414500.0
1308 310 12 AV SW,"602,500",LI,602500.0
1308 788 12 AV SW,"324,000",LI,324000.0
1308 817 15 AV SW,"324,500",LI,324500.0
1308 901 10 AV SW,"442,000",LI,442000.0
1308 930 16 AV SW,"422,000",LI,422000.0
1309 1053 10 ST SW,"346,000",LI,346000.0
1309 1110 11 ST SW,"277,000",LI,277000.0
1309 1122 3 ST SE,"483,500",LI,483500.0
1309 1188 3 ST SE,"577,000",LI,577000.0
1309 1319 14 AV SW,"463,500",LI,463500.0
1309 1320 1 ST SE,"403,000",LI,403000.0
1309 135 13 AV SW,"364,000",LI,364000.0
1309 1410 1 ST SE,"286,000",LI,286000.0
1309 1500 7 ST SW,"308,500",LI,308500.0
1309 210 15 AV SE,"269,000",LI,269000.0
1309 310 12 AV SW,"335,000",LI,335000.0
1309 788 12 AV SW,"204,000",LI,204000.0
1309 817 15 AV SW,"324,500",LI,324500.0
1309 901 10 AV SW,"284,000",LI,284000.0
1310 1053 10 ST SW,"282,000",LI,282000.0
1310 1122 3 ST SE,"305,500",LI,305500.0
1310 1188 3 ST SE,"336,000",LI,336000.0
1310 1319 14 AV SW,"286,000",LI,286000.0
1310 1320 1 ST SE,"306,500",LI,306500.0
1310 135 13 AV SW,"366,500",LI,366500.0
1310 1410 1 ST SE,"352,000",LI,352000.0
1310 210 15 AV SE,"337,500",LI,337500.0
1310 720 13 AV SW,"930,000",LI,930000.0
1311 1053 10 ST SW,"339,500",LI,339500.0
1311 135 13 AV SW,"384,000",LI,384000.0
1312 1053 10 ST SW,"272,500",LI,272500.0
1313 1053 10 ST SW,"282,000",LI,282000.0
1314 1053 10 ST SW,"234,500",LI,234500.0
1315 1053 10 ST SW,"343,000",LI,343000.0
1316 1053 10 ST SW,"326,500",LI,326500.0
1320 720 13 AV SW,"1,010,000",LI,1010000.0
1322 6 ST SW,"486,500",LI,486500.0
1324 6 ST SW,"483,000",LI,483000.0
1326 6 ST SW,"593,000",LI,593000.0
1330 720 13 AV SW,"595,000",LI,595000.0
1401 1010 6 ST SW,"323,500",LI,323500.0
1401 1053 10 ST SW,"281,500",LI,281500.0
1401 1110 11 ST SW,"278,500",LI,278500.0
1401 1111 10 ST SW,"467,000",LI,467000.0
1401 1118 12 AV SW,"417,000",LI,417000.0
1401 1122 3 ST SE,"307,000",LI,307000.0
1401 1188 3 ST SE,"336,500",LI,336500.0
1401 1319 14 AV SW,"286,000",LI,286000.0
1401 1320 1 ST SE,"308,500",LI,308500.0
1401 1330 15 AV SW,"229,000",LI,229000.0
1401 135 13 AV SW,"416,500",LI,416500.0
1401 1410 1 ST SE,"396,000",LI,396000.0
1401 1500 7 ST SW,"394,500",LI,394500.0
1401 1501 6 ST SW,"433,500",LI,433500.0
1401 188 15 AV SW,"351,000",LI,351000.0
1401 210 15 AV SE,"368,000",LI,368000.0
1401 211 13 AV SE,"285,500",LI,285500.0
1401 215 13 AV SW,"454,500",LI,454500.0
1401 220 12 AV SE,"415,000",LI,415000.0
1401 225 11 AV SE,"324,500",LI,324500.0
1401 303 13 AV SW,"468,000",LI,468000.0
1401 310 12 AV SW,"331,500",LI,331500.0
1401 433 11 AV SE,"586,500",LI,586500.0
1401 530 12 AV SW,"603,500",LI,603500.0
1401 733 14 AV SW,"351,500",LI,351500.0
1401 788 12 AV SW,"326,000",LI,326000.0
1401 836 15 AV SW,"392,000",LI,392000.0
1401 901 10 AV SW,"298,000",LI,298000.0
1401 924 14 AV SW,"172,500",LI,172500.0
1401 930 16 AV SW,"451,500",LI,451500.0
1402 1010 6 ST SW,"451,500",LI,451500.0
1402 1053 10 ST SW,"349,000",LI,349000.0
1402 1110 11 ST SW,"347,500",LI,347500.0
1402 1111 10 ST SW,"413,500",LI,413500.0
1402 1118 12 AV SW,"377,500",LI,377500.0
1402 1122 3 ST SE,"427,000",LI,427000.0
1402 1188 3 ST SE,"483,000",LI,483000.0
1402 1319 14 AV SW,"349,000",LI,349000.0
1402 1320 1 ST SE,"405,500",LI,405500.0
1402 1330 15 AV SW,"294,500",LI,294500.0
1402 135 13 AV SW,"369,500",LI,369500.0
1402 1410 1 ST SE,"285,500",LI,285500.0
1402 1500 7 ST SW,"284,500",LI,284500.0
1402 1501 6 ST SW,"290,000",LI,290000.0
1402 188 15 AV SW,"457,000",LI,457000.0
1402 210 15 AV SE,"263,000",LI,263000.0
1402 211 13 AV SE,"449,000",LI,449000.0
1402 215 13 AV SW,"319,000",LI,319000.0
1402 220 12 AV SE,"415,000",LI,415000.0
1402 225 11 AV SE,"336,500",LI,336500.0
1402 303 13 AV SW,"489,000",LI,489000.0
1402 310 12 AV SW,"364,500",LI,364500.0
1402 433 11 AV SE,"344,500",LI,344500.0
1402 530 12 AV SW,"585,000",LI,585000.0
1402 733 14 AV SW,"338,000",LI,338000.0
1402 788 12 AV SW,"381,500",LI,381500.0
1402 836 15 AV SW,"388,000",LI,388000.0
1402 901 10 AV SW,"420,500",LI,420500.0
1402 924 14 AV SW,"220,500",LI,220500.0
