Neighborhood,Properties_Analyzed,Average_Value,Median_Value,Min_Value,Max_Value,Std_Dev,Calgary_Average,Difference_Percent,Data_Source
BELTLINE,21297,639780.275625675,232000.0,3000.0,615470000.0,7146906.321879677,787206.1197995413,-18.727730954557074,"First 50,000 rows of Calgary Property Assessment 2025"
